Bitcoin,BTC,https://coinmarketcap.com/currencies/bitcoin/,9580.09026767
Ethereum,ETH,https://coinmarketcap.com/currencies/ethereum/,169.947299159
XRP,XRP,https://coinmarketcap.com/currencies/ripple/,0.255793467503
Bitcoin Cash,BCH,https://coinmarketcap.com/currencies/bitcoin-cash/,281.361836902
Litecoin,LTC,https://coinmarketcap.com/currencies/litecoin/,64.1484704509
Tether,USDT,https://coinmarketcap.com/currencies/tether/,1.00265080522
Binance Coin,BNB,https://coinmarketcap.com/currencies/binance-coin/,22.505554912
EOS,EOS,https://coinmarketcap.com/currencies/eos/,3.26132777055
Bitcoin SV,BSV,https://coinmarketcap.com/currencies/bitcoin-sv/,128.435558116
Stellar,XLM,https://coinmarketcap.com/currencies/stellar/,0.0629931313036
Cardano,ADA,https://coinmarketcap.com/currencies/cardano/,0.0452717414132
Monero,XMR,https://coinmarketcap.com/currencies/monero/,67.4528382055
UNUS SED LEO,LEO,https://coinmarketcap.com/currencies/unus-sed-leo/,1.13981489904
TRON,TRX,https://coinmarketcap.com/currencies/tron/,0.0156653821461
Huobi Token,HT,https://coinmarketcap.com/currencies/huobi-token/,3.90099552251
Dash,DASH,https://coinmarketcap.com/currencies/dash/,81.3530773542
Ethereum Classic,ETC,https://coinmarketcap.com/currencies/ethereum-classic/,6.26139216754
IOTA,MIOTA,https://coinmarketcap.com/currencies/iota/,0.24599986247
Tezos,XTZ,https://coinmarketcap.com/currencies/tezos/,1.00969619695
Chainlink,LINK,https://coinmarketcap.com/currencies/chainlink/,1.81911077625
NEO,NEO,https://coinmarketcap.com/currencies/neo/,8.7901600574
Maker,MKR,https://coinmarketcap.com/currencies/maker/,468.698881446
USD Coin,USDC,https://coinmarketcap.com/currencies/usd-coin/,1.00278112911
NEM,XEM,https://coinmarketcap.com/currencies/nem/,0.0496939649426
Cosmos,ATOM,https://coinmarketcap.com/currencies/cosmos/,2.21751234229
Ontology,ONT,https://coinmarketcap.com/currencies/ontology/,0.723732273058
Crypto.com Chain,CRO,https://coinmarketcap.com/currencies/crypto-com-chain/,0.0385912286403
Zcash,ZEC,https://coinmarketcap.com/currencies/zcash/,44.6219517209
Dogecoin,DOGE,https://coinmarketcap.com/currencies/dogecoin/,0.00245192801614
V Systems,VSYS,https://coinmarketcap.com/currencies/v-systems/,0.157996752131
HedgeTrade,HEDG,https://coinmarketcap.com/currencies/hedgetrade/,0.916046974761
Decred,DCR,https://coinmarketcap.com/currencies/decred/,22.8527779406
VeChain,VET,https://coinmarketcap.com/currencies/vechain/,0.0040906320486
Basic Attenti...,BAT,https://coinmarketcap.com/currencies/basic-attention-token/,0.174006896409
Qtum,QTUM,https://coinmarketcap.com/currencies/qtum/,2.14874253702
Paxos Standar...,PAX,https://coinmarketcap.com/currencies/paxos-standard-token/,1.00372828076
TrueUSD,TUSD,https://coinmarketcap.com/currencies/trueusd/,1.00297741699
Bitcoin Gold,BTG,https://coinmarketcap.com/currencies/bitcoin-gold/,11.1670691375
ZB,ZB,https://coinmarketcap.com/currencies/zb/,0.336660268306
OmiseGO,OMG,https://coinmarketcap.com/currencies/omisego/,1.08418538519
Ravencoin,RVN,https://coinmarketcap.com/currencies/ravencoin/,0.0315825548804
Lisk,LSK,https://coinmarketcap.com/currencies/lisk/,1.11306182755
Nano,NANO,https://coinmarketcap.com/currencies/nano/,0.96062929514
KuCoin Shares,KCS,https://coinmarketcap.com/currencies/kucoin-shares/,1.38078645308
Insight Chain,INB,https://coinmarketcap.com/currencies/insight-chain/,0.345893496533
Algorand,ALGO,https://coinmarketcap.com/currencies/algorand/,0.413071484518
BitTorrent,BTT,https://coinmarketcap.com/currencies/bittorrent/,0.000535578071426
Waves,WAVES,https://coinmarketcap.com/currencies/waves/,1.13289919888
Holo,HOT,https://coinmarketcap.com/currencies/holo/,0.00081309116026
Energi,NRG,https://coinmarketcap.com/currencies/energi/,5.37865188918
Bitcoin Diamond,BCD,https://coinmarketcap.com/currencies/bitcoin-diamond/,0.574573181122
ICON,ICX,https://coinmarketcap.com/currencies/icon/,0.214892641959
Bytecoin,BCN,https://coinmarketcap.com/currencies/bytecoin-bcn/,0.000572815235948
Lambda,LAMB,https://coinmarketcap.com/currencies/lambda/,0.16174672389
Egretia,EGT,https://coinmarketcap.com/currencies/egretia/,0.024091053007
THETA,THETA,https://coinmarketcap.com/currencies/theta/,0.11545159754
DigiByte,DGB,https://coinmarketcap.com/currencies/digibyte/,0.0080503627366
HyperCash,HC,https://coinmarketcap.com/currencies/hypercash/,2.20162449932
0x,ZRX,https://coinmarketcap.com/currencies/0x/,0.158024485183
Pundi X,NPXS,https://coinmarketcap.com/currencies/pundi-x/,0.000396393770916
BitShares,BTS,https://coinmarketcap.com/currencies/bitshares/,0.0337481967648
Augur,REP,https://coinmarketcap.com/currencies/augur/,8.1748594922
Aurora,AOA,https://coinmarketcap.com/currencies/aurora/,0.0137088371892
IOST,IOST,https://coinmarketcap.com/currencies/iostoken/,0.00737782995883
Nash Exchange,NEX,https://coinmarketcap.com/currencies/nash-exchange/,2.28087697628
MonaCoin,MONA,https://coinmarketcap.com/currencies/monacoin/,1.25246978372
Bytom,BTM,https://coinmarketcap.com/currencies/bytom/,0.0789779713508
Komodo,KMD,https://coinmarketcap.com/currencies/komodo/,0.679848683009
Dai,DAI,https://coinmarketcap.com/currencies/dai/,1.00105026942
MaidSafeCoin,MAID,https://coinmarketcap.com/currencies/maidsafecoin/,0.169542258906
Quant,QNT,https://coinmarketcap.com/currencies/quant/,6.32455195034
Siacoin,SC,https://coinmarketcap.com/currencies/siacoin/,0.00179711859769
Verge,XVG,https://coinmarketcap.com/currencies/verge/,0.00446591674862
RIF Token,RIF,https://coinmarketcap.com/currencies/rif-token/,0.132212445063
WINk,WIN,https://coinmarketcap.com/currencies/wink-tronbet/,0.000320027735284
Zilliqa,ZIL,https://coinmarketcap.com/currencies/zilliqa/,0.00704801592806
Aeternity,AE,https://coinmarketcap.com/currencies/aeternity/,0.21568428722
Golem,GNT,https://coinmarketcap.com/currencies/golem-network-tokens/,0.0609209565077
Metaverse ETP,ETP,https://coinmarketcap.com/currencies/metaverse/,0.776015511466
Steem,STEEM,https://coinmarketcap.com/currencies/steem/,0.163212405472
Status,SNT,https://coinmarketcap.com/currencies/status/,0.0154995898051
Ardor,ARDR,https://coinmarketcap.com/currencies/ardor/,0.0531035081514
Ren,REN,https://coinmarketcap.com/currencies/ren/,0.0661604422633
Crypto.com,MCO,https://coinmarketcap.com/currencies/crypto-com/,3.24316242513
Synthetix Net...,SNX,https://coinmarketcap.com/currencies/synthetix-network-token/,0.396208484381
Enjin Coin,ENJ,https://coinmarketcap.com/currencies/enjin-coin/,0.0642029447781
ABBC Coin,ABBC,https://coinmarketcap.com/currencies/abbc-coin/,0.0898437483706
GXChain,GXC,https://coinmarketcap.com/currencies/gxchain/,0.763592843181
Waltonchain,WTC,https://coinmarketcap.com/currencies/waltonchain/,1.17154381177
Zcoin,XZC,https://coinmarketcap.com/currencies/zcoin/,5.87949768659
WAX,WAX,https://coinmarketcap.com/currencies/wax/,0.0443131958939
SOLVE,SOLVE,https://coinmarketcap.com/currencies/solve/,0.127539295128
Beam,BEAM,https://coinmarketcap.com/currencies/beam/,1.23669695306
Stratis,STRAT,https://coinmarketcap.com/currencies/stratis/,0.398010720722
Nexo,NEXO,https://coinmarketcap.com/currencies/nexo/,0.0688352796754
